"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-532-04312-569234",19.525,78.785,1,1,1,"Holdout",NA,35.7164782501784,0.732722778697182
"11-28-532-04312-569235",19.525,78.805,1,1,1,"Holdout",NA,18.724648226686,0.384135753326018
"11-28-532-04312-569236",19.545,78.825,1,0,0,"Holdout",NA,22.3336247671936,0.458173828986529
"11-28-532-04312-569237",19.535,78.855,0,0,0,"Holdout",NA,19.7908133093785,0.406008106934579
"11-28-532-04312-569238",19.545,78.895,1,0,0,"Holdout",NA,-42.9422547087019,-0.880959426438554
"11-28-532-04312-569239",19.525,78.955,1,0,0,"Holdout",NA,15.7331280278751,0.322764781158836
"11-28-532-04312-569240",19.515,78.895,0,0,0,"Holdout",NA,44.19991653627,0.906760331625854
"11-28-532-04312-569242",19.505,78.855,0,0,0,"Holdout",NA,-40.2860174499652,-0.82646677653428
"11-28-532-04312-569243",19.515,78.825,1,0,0,"Holdout",NA,37.9983199363207,0.779534711528463
"11-28-532-04312-569244",19.505,78.795,1,0,0,"Holdout",NA,29.4478250411126,0.604121493714313
"11-28-532-04312-569245",19.485,78.795,1,0,1,"Holdout",NA,45.2789443034615,0.928896562928668
"11-28-532-04312-569246",19.495,78.805,1,0,1,"Holdout",NA,10.0056154115662,0.205264983730627
"11-28-532-04312-569247",19.495,78.825,1,0,0,"Holdout",NA,33.7069610219411,0.691497576229004
"11-28-532-04312-569248",19.485,78.865,1,0,0,"Holdout",NA,59.9885399411033,1.23066359924253
"11-28-532-04312-569249",19.475,78.845,0,0,0,"Holdout",NA,65.7665692181438,1.34919974487289
"11-28-532-04312-569250",19.475,78.815,1,0,0,"Holdout",NA,13.4027030147726,0.274956162425903
"11-28-532-04312-569251",19.445,78.845,1,0,0,"Holdout",NA,-3.38310720368121,-0.0694043711014359
"11-28-532-04312-569252",19.455,78.865,1,0,1,"Holdout",NA,-3.50231696616279,-0.0718499568000454
"11-28-532-04312-569253",19.445,78.885,1,0,0,"Holdout",NA,17.0068864245182,0.348895907112514
"11-28-532-04312-569254",19.475,78.895,1,0,0,"Holdout",NA,46.4024280161565,0.951944806991836
"11-28-532-04312-569255",19.495,78.945,1,0,0,"Holdout",NA,9.56763484537083,0.196279821889357
"11-28-532-04312-569256",19.495,78.965,0,0,0,"Holdout",NA,-9.93335461764098,-0.203782555106368
"11-28-532-04313-569257",19.495,79.005,0,0,0,"Holdout",NA,34.1379017422879,0.700338315784973
"11-28-532-04313-569258",19.515,78.985,0,0,0,"Holdout",NA,31.1823474742135,0.63970518390885
"11-28-532-04313-569259",19.535,78.995,0,0,0,"Holdout",NA,-10.9231970103702,-0.224089150381316
"11-28-532-04313-569260",19.505,79.015,0,0,0,"Holdout",NA,-41.8596166853741,-0.858749130809195
"11-28-532-04313-569261",19.525,79.035,0,0,0,"Holdout",NA,30.7481200956355,0.630797018630363
"11-28-532-04313-569262",19.525,79.065,0,0,0,"Holdout",NA,17.9936817268178,0.369139991393211
"11-28-532-04313-569263",19.525,79.085,0,0,0,"Holdout",NA,10.19567815794,0.209164116861121
"11-28-532-04313-569266",19.485,79.145,0,1,1,"Holdout",NA,-5.50736709872941,-0.11298351689717
"11-28-532-04313-569267",19.475,79.115,1,1,1,"Holdout",NA,16.2760249784911,0.333902300356984
"11-28-532-04313-569268",19.475,79.095,0,0,0,"Holdout",NA,24.5120970906758,0.502865141578884
"11-28-532-04313-569269",19.475,79.065,0,1,1,"Holdout",NA,-0.399136244613614,-0.0081882714242852
"11-28-532-04313-569270",19.485,79.075,0,0,1,"Holdout",NA,12.8137534566534,0.26287387498102
"11-28-532-04313-569271",19.505,79.065,0,0,0,"Holdout",NA,22.3740281557583,0.459002703628943
"11-28-532-04313-569272",19.495,79.035,0,0,1,"Holdout",NA,55.3675005220477,1.13586307552117
"11-28-532-04313-569273",19.475,79.045,1,1,1,"Holdout",NA,18.6144571966335,0.381875186728101
"11-28-532-04313-569274",19.485,79.015,0,0,0,"Holdout",NA,-9.97821252985531,-0.204702814205096
"11-28-532-04313-569275",19.465,79.025,0,0,0,"Holdout",NA,28.1662980894516,0.577830996022489
"11-28-532-04313-569276",19.435,79.045,0,0,0,"Holdout",NA,12.5274731526032,0.257000840736136
"11-28-532-04313-569277",19.455,79.075,0,0,0,"Holdout",NA,-9.30502338855367,-0.190892353533464
"11-28-532-04313-569278",19.455,79.095,0,0,0,"Holdout",NA,-6.12232963504311,-0.125599460027011
"11-28-532-04313-569279",19.465,79.115,1,1,1,"Holdout",NA,-16.9924682628369,-0.34860011883751
"11-28-532-04313-569280",19.445,79.115,0,0,0,"Holdout",NA,26.3098805973291,0.539746631328911
"11-28-532-04313-569281",19.455,79.145,0,0,0,"Holdout",NA,1.29179398463556,0.0265011256512042
"11-28-532-04313-569282",19.465,79.155,0,0,0,"Holdout",NA,20.0174667013898,0.410657896368812
"11-28-532-04313-569283",19.455,79.195,1,0,0,"Holdout",NA,57.7237522514709,1.18420152878075
"11-28-532-04313-569284",19.415,79.195,0,0,0,"Holdout",NA,35.2049209967174,0.722228192708241
"11-28-532-04313-569285",19.435,79.185,1,1,1,"Holdout",NA,38.3448343327005,0.786643446874529
"11-28-532-04313-569286",19.425,79.165,1,0,1,"Holdout",NA,-17.301217370627,-0.354934100105082
"11-28-532-04313-569287",19.425,79.155,1,0,0,"Holdout",NA,1.50058289364455,0.0307844256030815
"11-28-532-04313-569288",19.435,79.145,0,0,1,"Holdout",NA,-7.15241744114456,-0.146731689086716
"11-28-532-04313-569290",19.435,79.115,0,0,1,"Holdout",NA,25.467578476998,0.522466821550675
"11-28-532-04313-569291",19.445,79.095,0,0,1,"Holdout",NA,-19.3637545194077,-0.397247005096302
"11-28-532-04313-569293",19.415,79.095,1,0,1,"Holdout",NA,26.5102432307566,0.543857066419506
"11-28-532-04313-569294",19.415,79.065,0,1,1,"Holdout",NA,48.3535457393951,0.991971944878242
"11-28-532-04313-569295",19.395,79.085,1,0,0,"Holdout",NA,27.8944626009831,0.572254296856799
"11-28-532-04313-569296",19.355,79.095,0,1,1,"Holdout",NA,33.1992119582175,0.681081115170149
"11-28-532-04313-569297",19.375,79.125,1,0,1,"Holdout",NA,24.6216188544555,0.505111978193691
"11-28-532-04313-569298",19.415,79.115,0,0,1,"Holdout",NA,24.4099504325335,0.500769605096693
"11-28-532-04313-569299",19.405,79.145,1,1,1,"Holdout",NA,23.7120512462181,0.486452218386122
"11-28-532-04313-569301",19.385,79.165,0,1,1,"Holdout",NA,15.6983243399003,0.322050784252893
"11-28-532-04313-569302",19.365,79.185,0,1,1,"Holdout",NA,-18.8840468881952,-0.387405813418829
"11-28-532-04314-569303",19.605,79.265,1,1,1,"Holdout",NA,50.1917605895276,1.02968288276515
"11-28-532-04314-569304",19.585,79.285,1,0,0,"Holdout",NA,15.4662478861742,0.317289740824893
"11-28-532-04314-569305",19.565,79.345,1,0,0,"Holdout",NA,23.2517935796126,0.477010042311828
"11-28-532-04314-569306",19.555,79.285,1,0,1,"Holdout",NA,14.212800500085,0.291575294813368
"11-28-532-04314-569307",19.525,79.295,1,0,0,"Holdout",NA,29.7632184401157,0.610591782472391
"11-28-532-04314-569308",19.525,79.315,1,0,0,"Holdout",NA,66.443200559778,1.36308082220989
"11-28-532-04314-569309",19.525,79.345,0,0,0,"Holdout",NA,43.8620296552848,0.899828589571481
"11-28-532-04314-569310",19.535,79.365,0,0,0,"Holdout",NA,28.3165803528363,0.580914033404978
"11-28-532-04314-569311",19.545,79.385,1,0,0,"Holdout",NA,31.9743575311676,0.655953253094805
"11-28-532-04314-569313",19.485,79.365,1,0,0,"Holdout",NA,30.1187748464046,0.617886014456147
"11-28-532-04314-569314",19.485,79.345,0,0,1,"Holdout",NA,55.4028947675222,1.13658918770144
"11-28-532-04314-569315",19.485,79.335,0,0,0,"Holdout",NA,63.2186052445414,1.29692831907102
"11-28-532-04314-569316",19.495,79.325,0,0,0,"Holdout",NA,20.9580370597539,0.429953676924591
"11-28-532-04314-569317",19.495,79.305,0,0,1,"Holdout",NA,50.8056254798093,1.04227630771039
"11-28-532-04314-569319",19.525,79.265,0,0,1,"Holdout",NA,29.4605412564106,0.604382366596078
"11-28-532-04314-569320",19.505,79.235,0,0,1,"Holdout",NA,24.0840316905752,0.494083389155569
"11-28-532-04314-569321",19.475,79.235,0,0,0,"Holdout",NA,32.0884483705317,0.658293824196389
"11-28-532-04314-569322",19.485,79.285,1,0,1,"Holdout",NA,32.7147439135719,0.671142263714072
"11-28-532-04314-569323",19.485,79.315,0,0,0,"Holdout",NA,35.1757503941702,0.721629758427993
"11-28-532-04314-569325",19.455,79.345,0,0,0,"Holdout",NA,66.1576719774948,1.35722320952079
"11-28-532-04314-569326",19.465,79.305,0,0,1,"Holdout",NA,53.0413103912583,1.08814133530728
"11-28-532-04314-569327",19.465,79.275,1,0,0,"Holdout",NA,30.7916789776862,0.631690628153383
"11-28-532-04314-569329",19.435,79.275,1,0,1,"Holdout",NA,10.4308911939761,0.213989507207363
"11-28-532-04314-569330",19.435,79.295,0,0,0,"Holdout",NA,45.3954033162088,0.931285717055983
"11-28-532-04314-569331",19.415,79.315,0,0,0,"Holdout",NA,41.2354337041768,0.845944030452022
"11-28-532-04314-569332",19.435,79.315,0,0,0,"Holdout",NA,44.2955757834544,0.908722779012577
"11-28-532-04314-569333",19.435,79.335,0,0,0,"Holdout",NA,51.1737714802238,1.0498288149453
"11-28-532-04314-569334",19.415,79.325,0,0,1,"Holdout",NA,49.5508232982896,1.01653406809991
"11-28-532-04314-569335",19.405,79.365,0,0,0,"Holdout",NA,42.2158744245954,0.866057750622889
"11-28-532-04314-569336",19.435,79.355,0,0,0,"Holdout",NA,31.9877171593386,0.656227325577742
"11-28-532-04314-569337",19.435,79.375,1,1,1,"Holdout",NA,30.5723302670743,0.627190694100048
"11-28-532-04314-569338",19.445,79.385,1,0,0,"Holdout",NA,33.228350426378,0.68167889021415
"11-28-532-04314-569339",19.445,79.405,0,0,0,"Holdout",NA,43.4686107415578,0.89175760906666
"11-28-532-04315-569340",19.535,79.525,0,1,1,"Holdout",NA,-21.9095213321022,-0.449473356189672
"11-28-532-04315-569341",19.545,79.545,1,1,1,"Holdout",NA,46.9039286285445,0.962233081206706
"11-28-532-04315-569342",19.505,79.525,1,1,1,"Holdout",NA,-17.7543873139818,-0.364230871690205
"11-28-532-04315-569343",19.505,79.545,0,0,1,"Holdout",NA,-13.5350238029619,-0.277670720533293
"11-28-532-04315-569344",19.505,79.585,1,0,1,"Holdout",NA,66.6343431931228,1.36700210919823
"11-28-532-04315-569345",19.495,79.605,1,0,0,"Holdout",NA,35.5044231180139,0.728372472247925
"11-28-532-04315-569346",19.515,79.625,0,0,1,"Holdout",NA,-49.2775767360289,-1.0109284207859
"11-28-532-04315-569347",19.525,79.615,1,1,1,"Holdout",NA,23.0187886898162,0.472229952037928
"11-28-532-04315-569348",19.525,79.635,1,0,0,"Holdout",NA,-11.6989049310908,-0.24000278159508
"11-28-532-04315-569349",19.515,79.675,1,0,0,"Holdout",NA,20.1044249092097,0.41244184212119
"11-28-532-04315-569351",19.445,79.655,1,0,1,"Holdout",NA,-70.593248467211,-1.44821896525862
"11-28-532-04315-569352",19.475,79.575,1,0,0,"Holdout",NA,-60.6829254175238,-1.24490890227062
"11-28-532-04315-569353",19.455,79.565,1,1,1,"Holdout",NA,21.1856139887656,0.434622412700411
"11-28-532-04315-569354",19.465,79.515,1,0,1,"Holdout",NA,12.3950613525612,0.254284415522556
"11-28-532-04315-569355",19.505,79.475,1,0,0,"Holdout",NA,46.7624155359825,0.959329943173955
"11-28-532-04315-569356",19.475,79.485,1,0,0,"Holdout",NA,34.9990061925536,0.718003854955091
"11-28-532-04315-569357",19.415,79.505,1,0,1,"Holdout",NA,49.5930588159877,1.01740052883187
"11-28-532-04315-569358",19.435,79.555,1,1,1,"Holdout",NA,-13.9629790789601,-0.286450213763032
"11-28-532-04315-569359",19.415,79.575,1,0,1,"Holdout",NA,16.9868382289198,0.348484618813488
"11-28-532-04315-569361",19.435,79.595,1,0,1,"Holdout",NA,22.6594052867566,0.464857209298205
"11-28-532-04315-569362",19.445,79.595,1,1,1,"Holdout",NA,11.1430653939322,0.228599745513981
"11-28-532-04315-569364",19.445,79.715,1,0,0,"Holdout",NA,30.6797282864505,0.629393962144359
"11-28-532-04315-569365",19.415,79.695,1,1,1,"Holdout",NA,43.1585590190318,0.88539690468596
"11-28-532-04316-569366",19.565,79.645,0,1,1,"Control",0,29.4118026461224,0.60338249506031
"11-28-532-04316-569367",19.565,79.665,1,0,1,"Control",0,23.8434113184534,0.489147067426497
"11-28-532-04316-569368",19.565,79.685,1,0,0,"Control",0,8.79967927458205,0.180525229966747
"11-28-532-04316-569369",19.565,79.705,0,0,0,"Control",0,36.9969631806812,0.758991899347487
"11-28-532-04316-569370",19.595,79.735,0,0,0,"Control",0,46.1197424939717,0.94614551961916
"11-28-532-04316-569371",19.575,79.735,0,0,1,"Control",0,40.156453223402,0.823808769229021
"11-28-532-04316-569372",19.585,79.755,1,0,0,"Control",0,-30.6335201895512,-0.628446004036024
"11-28-532-04316-569373",19.575,79.785,0,0,0,"Control",0,7.72872826353074,0.158554693141433
"11-28-532-04316-569374",19.535,79.805,0,0,0,"Control",0,21.2271079837112,0.435473661109137
"11-28-532-04316-569375",19.535,79.765,0,0,0,"Control",0,49.1456307669257,1.00822155208395
"11-28-532-04316-569376",19.555,79.735,1,0,0,"Control",0,53.3629621761992,1.09474001471749
"11-28-532-04316-569378",19.545,79.675,1,0,1,"Control",0,18.0028717209167,0.369328523923357
"11-28-532-04316-569379",19.525,79.685,0,0,0,"Control",0,-43.3908497293064,-0.890162343582418
"11-28-532-04316-569380",19.525,79.725,0,0,0,"Control",0,-84.2964446985571,-1.72933973952238
"11-28-532-04316-569381",19.515,79.745,0,0,0,"Control",0,29.6550118731313,0.60837192709139
"11-28-532-04316-569382",19.515,79.765,0,0,0,"Control",0,42.499895162513,0.871884429917441
"11-28-532-04316-569383",19.505,79.785,1,0,0,"Control",0,45.9704397889572,0.943082577855447
"11-28-532-04316-569384",19.495,79.785,1,0,0,"Control",0,-6.50285496157341,-0.133405928869401
"11-28-532-04316-569385",19.485,79.745,0,0,0,"Control",0,24.4128543210975,0.500829178307767
"11-28-532-04316-569386",19.505,79.705,0,0,0,"Control",0,13.0131555047866,0.266964603685084
"11-28-532-04316-569387",19.465,79.705,0,0,0,"Control",0,12.8136207986747,0.262871153505457
"11-28-532-04316-569388",19.465,79.745,0,0,0,"Control",0,54.4422836419339,1.11688227123957
"11-28-532-04316-569389",19.445,79.755,0,0,0,"Control",0,8.52069010797909,0.174801773248874
"11-28-532-04316-569390",19.455,79.785,0,0,0,"Control",0,11.481349099725,0.235539628420697
"11-28-532-04316-569391",19.485,79.775,0,0,0,"Control",0,56.7532861902433,1.16429243852741
"11-28-532-04316-569392",19.495,79.815,1,1,1,"Control",0,34.1033430341121,0.699629344634308
"11-28-532-04316-569393",19.525,79.835,0,0,1,"Control",0,35.1183836792519,0.720452881512378
"11-28-532-04316-569394",19.505,79.855,0,0,1,"Control",0,1.98495297254893,0.0407212672940963
"11-28-532-04317-569396",19.405,79.745,1,0,0,"Buffer",0,34.6364994768891,0.710567037524842
"11-28-532-04317-569397",19.435,79.785,1,0,0,"Buffer",0,27.5929505679129,0.566068784020557
"11-28-532-04317-569398",19.425,79.815,0,0,0,"Buffer",0,17.3524132375485,0.355984382207527
"11-28-532-04317-569399",19.455,79.835,1,1,1,"Buffer",0,23.430296796938,0.480672031953944
"11-28-532-04317-569400",19.465,79.875,1,0,1,"Buffer",0,44.7445627188304,0.9179337362795
"11-28-532-04317-569401",19.475,79.915,1,0,0,"Buffer",0,27.3698273728155,0.561491416499649
"11-28-532-04317-569402",19.435,79.935,1,0,1,"Buffer",0,17.2238528266372,0.353346968158651
"11-28-532-04317-569403",19.405,79.945,1,1,1,"Buffer",0,12.2411670460959,0.251127277154403
"11-28-532-04317-569404",19.385,79.955,1,1,1,"Buffer",0,60.2433663997116,1.23589135852857
"11-28-532-04317-569405",19.365,79.955,1,0,1,"Buffer",0,40.5873363095278,0.832648326420194
"11-28-532-04317-569406",19.355,79.955,1,1,1,"Buffer",0,47.6685887007477,0.97792006604712
"11-28-532-04317-569407",19.345,79.935,1,0,1,"Buffer",0,-18.0392524310951,-0.370074873405692
"11-28-532-04317-569408",19.395,79.915,1,0,1,"Buffer",0,18.182354207893,0.373010603261177
"11-28-532-04317-569409",19.395,79.875,1,1,1,"Buffer",0,29.668544909465,0.608649557039034
"11-28-532-04317-569410",19.415,79.855,1,1,1,"Buffer",0,-2.93839458283413,-0.0602811013046119
"11-28-532-04317-569411",19.405,79.825,1,0,1,"Buffer",0,1.8760406684604,0.0384869337316694
"11-28-532-04317-569412",19.375,79.825,1,0,0,"Buffer",0,9.65677486419343,0.19810852744726
"11-28-532-04317-569413",19.375,79.855,1,0,0,"Buffer",0,13.1538054052347,0.269850033350292
"11-28-532-04317-569414",19.355,79.885,0,1,1,"Buffer",0,20.2564863290541,0.415561378859963
"11-28-532-04317-569415",19.345,79.885,1,0,1,"Buffer",0,21.0631013019403,0.432109067580337
"11-28-532-04317-569416",19.315,79.885,1,0,1,"Buffer",0,19.6350691320042,0.402813018504745
"11-28-532-04317-569417",19.335,79.835,1,0,0,"Buffer",0,-3.20053377931901,-0.065658881250004
"11-28-532-04317-569418",19.355,79.845,1,0,1,"Buffer",0,33.7033567698662,0.691423635075655
"11-28-532-04317-569420",19.375,79.785,1,0,0,"Buffer",0,63.5657649737279,1.30405029340566
"11-28-532-04317-569421",19.345,79.755,1,0,0,"Buffer",0,44.3829553276979,0.91051536847257
"11-28-532-04317-569422",19.315,79.765,1,0,0,"Buffer",0,24.0114165158894,0.492593690417672
"11-28-532-04317-569423",19.305,79.725,0,0,0,"Buffer",0,14.4581572458465,0.296608783145202
"11-28-532-04317-569424",19.275,79.755,1,0,0,"Buffer",0,3.19553384514509,0.0655563077085831
"11-28-532-04317-569425",19.305,79.785,1,0,0,"Buffer",0,69.3829904281535,1.4233905477672
"11-28-532-04317-569426",19.255,79.775,1,0,1,"Buffer",0,68.8195709820055,1.41183201001715
"11-28-532-04317-569428",19.275,79.805,1,1,1,"Buffer",0,61.4886119004568,1.26143754303969
"11-28-532-04317-569431",19.255,79.875,1,1,1,"Buffer",0,47.8282518478916,0.981195552057004
"11-28-532-04317-569432",19.295,79.895,1,0,0,"Buffer",0,16.7313385387544,0.343243048196616
"11-28-532-04317-569433",19.325,79.915,1,0,1,"Buffer",0,-34.9079178351584,-0.716135179273517
"11-28-532-04317-569434",19.315,79.945,1,0,0,"Buffer",0,22.2734951630862,0.456940271458966
"11-28-532-04317-569436",19.285,79.935,1,1,1,"Buffer",0,36.62075868718,0.751274072301222
"11-28-532-04317-569438",19.255,79.905,1,1,1,"Buffer",0,-26.0873943905263,-0.535182331609087
"11-28-532-04317-569439",19.235,79.885,1,0,0,"Buffer",0,39.2905026986098,0.806043812944821
"11-28-532-04317-569440",19.205,79.895,1,0,0,"Buffer",0,34.5995422093761,0.709808859981259
"11-28-532-04317-569441",19.225,79.915,1,0,1,"Buffer",0,63.1743292768309,1.2960199985512
"11-28-532-04318-569442",19.465,79.425,0,1,1,"Buffer",0,37.143388240672,0.761995806285788
"11-28-532-04318-569444",19.465,79.455,0,1,1,"Buffer",0,39.599543774929,0.81238378394045
"11-28-532-04318-569445",19.425,79.465,0,1,1,"Buffer",0,39.7455873826076,0.815379865392816
"11-28-532-04318-569446",19.385,79.465,0,0,0,"Buffer",0,36.4602966247149,0.747982196560804
"11-28-532-04318-569448",19.395,79.415,0,0,0,"Buffer",0,50.8160477584975,1.04249012053222
"11-28-532-04318-569451",19.345,79.395,0,0,0,"Buffer",0,29.7093114446838,0.6094858816272
"11-28-532-04318-569452",19.355,79.415,0,0,1,"Buffer",0,-11.7727180903135,-0.241517056959837
"11-28-532-04318-569454",19.335,79.445,0,0,0,"Buffer",0,17.526536684064,0.35955652094622
"11-28-532-04318-569455",19.315,79.455,1,0,1,"Buffer",0,20.1594811450415,0.413571319608324
"11-28-532-04318-569456",19.325,79.475,0,0,0,"Buffer",0,20.5457677564365,0.421495981085088
"11-28-532-04318-569457",19.375,79.495,0,0,0,"Buffer",0,17.4421136088289,0.357824583383979
"11-28-532-04318-569458",19.375,79.525,0,0,0,"Buffer",0,-7.94598426089226,-0.163011695227705
"11-28-532-04318-569459",19.395,79.545,1,0,0,"Buffer",0,-25.5608167753792,-0.524379603225069
"11-28-532-04318-569460",19.405,79.595,1,0,0,"Buffer",0,39.0779974347243,0.801684272053042
"11-28-532-04318-569461",19.385,79.585,1,0,0,"Buffer",0,22.4189396039133,0.459924061016336
"11-28-532-04318-569462",19.365,79.575,1,0,0,"Buffer",0,30.9276444564178,0.634479957008409
"11-28-532-04318-569463",19.345,79.545,1,0,1,"Buffer",0,17.7845936348611,0.364850553709633
"11-28-532-04318-569464",19.335,79.525,0,0,0,"Buffer",0,58.4955520389239,1.20003498472507
"11-28-532-04318-569465",19.345,79.505,0,0,0,"Buffer",0,55.155598709619,1.13151591442297
"11-28-532-04318-569466",19.305,79.525,0,0,1,"Buffer",0,6.14066812542624,0.12597567376053
"11-28-532-04318-569467",19.305,79.545,1,1,1,"Buffer",0,43.4096605569997,0.890548247305639
"11-28-532-04318-569469",19.325,79.555,0,1,1,"Buffer",0,50.3409349765838,1.03274319208872
"11-28-532-04318-569470",19.325,79.575,0,0,1,"Buffer",0,21.7031963379431,0.445240603397643
"11-28-532-04318-569471",19.345,79.585,0,0,0,"Buffer",0,14.9263177348063,0.306213085449143
"11-28-532-04318-569472",19.375,79.605,0,0,0,"Buffer",0,-8.5711244813219,-0.175836433327025
"11-28-532-04318-569473",19.325,79.605,0,0,0,"Buffer",0,25.7280868308559,0.527811144794854
"11-28-532-04318-569474",19.325,79.645,0,0,1,"Buffer",0,-57.4994159047396,-1.17959927348031
"11-28-532-04318-569475",19.375,79.655,1,1,1,"Buffer",0,-7.90871372963695,-0.162247091085225
"11-28-532-04318-569478",19.285,79.705,0,0,1,"Buffer",0,42.4350707120907,0.870554557719287
"11-28-532-04318-802897",19.355,79.485,0,NA,NA,"Buffer",0,-59.9659105856679,-1.23019935850528
"11-28-532-04319-569479",19.405,79.215,0,0,1,"Holdout",NA,-8.1690038147275,-0.167586936550362
"11-28-532-04319-569480",19.415,79.235,0,0,0,"Holdout",NA,85.487114922768,1.75376631341594
"11-28-532-04319-569483",19.415,79.285,1,0,0,"Holdout",NA,2.87557900519532,0.0589924410881546
"11-28-532-04319-569484",19.395,79.305,1,0,0,"Holdout",NA,31.3510100818371,0.643165293655802
"11-28-532-04319-569486",19.365,79.325,0,0,0,"Holdout",NA,35.7088399969824,0.732566080098095
"11-28-532-04319-569487",19.375,79.335,0,0,0,"Holdout",NA,38.0830291431133,0.781272519073416
